,dataset_name,1/1/2017_x,2/1/2017_x,3/1/2017_x,4/1/2017_x,5/1/2017_x,1/1/2017_y,2/1/2017_y,3/1/2017_y,4/1/2017_y,5/1/2017_y,package_id,package_name,package_has_admin_boundary_tag,package_tag_list,package_has_cod_tag,package_author,package_caveats,package_dataset_date,package_total_res_downloads,package_methodology,package_title,package_creator,organisation_name,package_notes,package_num_resources,package_tracking_summary_total,package_dataset_source,package_locations_list
401,Uganda - Admin Level 3 Boundaries,7,13,11,4,0,13.0,23.0,21.0,10.0,0.0,52707222-6315-4249-aaec-991f9c755cb7,uganda-admin-level-3-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid3900 ,polygon",True,None,"**Most Recent Changes:** Some district boundaries changed recently in 2010.



**Languages:** EN
",01/01/2010,44.0,Other,Uganda - Admin Level 3 Boundaries,hdx,ocha-rosea,"District Boundary shape file -Admin Level 3: based on 2006 data provided by Ugandan Bureau of Statistics (UBOS), Government of Uganda. Agreed to share publicly and authorized by Geo-IM Working group chaired by UBOS and UNOCHA as Secretariat. The data set has been updated recently as Government of Uganda changed Admin boundaries to create some new districts in 2010.



",1.0,332.0,Ugandan Bureau of Statistics (UBOS),Uganda
402,Eritrea - Roads,1,1,1,1,0,4.0,2.0,2.0,7.0,0.0,e16c62af-285d-484d-a46a-c88fc0c4a784,eritrea-roads,False,"cod ,geodata ,infrastructure ,lines ,nodeid3922 ,transportation",True,None,"**Languages:** EN
",01/01/2001,5.0,Other,Eritrea - Roads,hdx,ocha-rosea," Eriteria Roads Network

Scale: 1M

",1.0,120.0,Government of Eritrea,Eritrea
403,Nigeria Population data by Admin 2 (LGA),21,20,34,25,0,39.0,47.0,58.0,47.0,2.0,f13fc088-5b7e-474d-8263-4b539f267242,nigeria-population-data-by-admin-2-lga,False,"cod ,nigeria ,population",True,None,You can get the full data by sending a request to  ochanigeria@un.org,11/18/2016,0.0,Census,Nigeria Population data by Admin 2 (LGA),assefay,ocha-nigeria,Nigeria Population data by Admin 2 (LGA),1.0,188.0,WHO/UNICEF,Nigeria
404,DPR Korea - Admin Level 1 Boundaries,0,0,3,3,0,1.0,2.0,3.0,3.0,0.0,a5a07b2f-1f2b-45a1-9273-005c246d2a7f,dpr-korea-admin-level-1-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid4327 ,polygon",True,None,"**Most Recent Changes:** OCHA-ROAP cleaned up the attribute data to ensure consistency with the administrative set-up of the country, and for providing alternate names where appropriate.

**Languages:** EN
",01/01/2012,5.0,Other,DPR Korea - Admin Level 1 Boundaries,hdx,ocha-roap,"This spatial dataset provides the delimitation and composition of the DPR Korea provincial boundaries and is attributed with the provincial names in English with alternate provincial names in English. This dataset was obtained from WFP in 2013.

This dataset was provided to  the UN-OCHA Regional Office for the Asia-Pacific by the World Food Programme.  It is believed that the original source of the data is the Global Mapping initiative.",1.0,52.0,World Food Programme (WFP),Democratic People's Republic of Korea
405,Senegal healthsites,0,0,6,3,0,0.0,0.0,48.0,14.0,0.0,,,,,,,,,,,,,,,,,,
406,Bolivia - Admin Level 2 Boundaries,0,1,0,1,0,3.0,1.0,1.0,1.0,0.0,7c1b668e-aa53-4d20-81df-9945a892a05a,bolivia-admin-level-2-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid3836 ,polygon",True,None,"**Languages:** ES
",01/01/2004,8.0,Other,Bolivia - Admin Level 2 Boundaries,hdx,ocha-rolac,Administrative Boundaries-level 2 (Limite por Departamento),1.0,47.0,Ministerio de Desarrollo Sostenible,Bolivia (Plurinational State of)
407,Guinea-Bissau - Settlements,2,4,1,2,0,4.0,9.0,2.0,6.0,0.0,908a059f-65f6-477c-be74-e2f8bd9b568f,guinea-bissau-settlements,False,"cod ,geodata ,nodeid67254 ,points ,populated places ,settlements",True,None,"**Most Recent Changes:** Adding columns: Rowca Pcode, HRname, HRpcode, Hrparent for the regions, prefectures and settlements. The rowcapcode is a harmonized Pcode, The HRpcode is a unique code that will allow files extracted from the humanitarianresponse.info platform to be joined to these spatial files.



**Languages:** EN
",03/09/2015,8.0,Other,Guinea-Bissau - Settlements,hdx,ocha-rowca,"Settlements with administrative Class (eg: 1=Country capital, 2=Region capital, 3=Sector capital…) of Guinea Bissau

The dataset represents the settlements of Guinea Bissau with harmonized PCODE of ROWCA and Humanitarian Response pcodes",1.0,134.0,National Geospatial-Intelligence Agency (NGA),Guinea-Bissau
408,Niger - Administrative Boundaries,14,15,32,21,1,17.0,10.0,33.0,32.0,9.0,c0e0998c-b45a-4aea-ac06-c1de1d94e596,niger-administrative-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid3832 ,polygon",True,None,"**Most Recent Changes:** Adding four columns: Rowca Pcode for the 2 administrative units, HRname, HRpcode, HRparent. The rowcapcode is a harmonized Pcode, The HRpcode is a unique code that will allow files extracted from the humanitarianresponse.info platform to be joined to these spatial files. Link from geonode (6 August 2015).



**Languages:** FR
",01/01/2006,79.0,Other,Niger - Administrative Boundaries,hdx,ocha-niger," Administrative boundaries level 0 (International), Level 1 (Regions) and level 2 (departments)

",3.0,191.0, IGNN (as of 2006) and  OCHA/ROWCA ( 2014/ 2015),Niger
409,The former Yugoslav Republic of Macedonia -Administrative Boundaries,1,0,4,3,0,4.0,8.0,4.0,5.0,0.0,2762c3c6-fa93-4dc6-9e82-5af6e5133c18,fyrom-administrative-levels-1-4-from-eurogeographics-and-ntes,True,"administrative boundaries ,cod ,geodata",True,None,This product includes Intellectual Property from European National Mapping and Cadastral Authorities and is licensed on behalf of these by EuroGeographics. Original product is available for free at www.eurogeographics.org   Terms of the licence available at http://www.eurogeographics.org/form/topographic-data-eurogeographics.  The boundaries and names used on this map do not imply official endorsement or acceptance by the United Nations.,07/08/2016,2.0,Other,The former Yugoslav Republic of Macedonia -Administrative Boundaries,helenc,rimwg-e,Spreadsheets and Shapefiles of Administrative levels,2.0,55.0,EuroGeographics and NTES (Nomenclature of Territorial Units for Statistics - Republic of Macedonia State Statistical Office),Macedonia
410,Turkey Common Operational Dataset,0,50,0,0,0,0.0,126.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
411,Nigeria - Population Statistics,8,14,16,16,0,17.0,34.0,40.0,34.0,0.0,fb4fb497-e17b-43d4-922a-53c0116487ae,nigeria-population-statistics,False,"cod ,nodeid4125 ,population",True,None,"**Languages:** EN
",07/11/2012,33.0,Other,Nigeria - Population Statistics,hdx,ocha-nigeria,"Population of Nigeria by States
",1.0,319.0,Government of Nigeria,Nigeria
412,CÃ´te d&#39;Ivoire - Railways,0,2,3,4,0,0.0,2.0,4.0,7.0,0.0,,,,,,,,,,,,,,,,,,
413,Djibouti - Admin Level 3 Boundaries,2,3,3,1,0,9.0,5.0,10.0,2.0,0.0,7545b743-379d-44a4-88f3-cdac02019422,djibouti-admin-level-3-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid3927 ,polygon",True,None,"**Most Recent Changes:** last updated 2001



**Languages:** EN
",01/01/1996,16.0,Other,Djibouti - Admin Level 3 Boundaries,hdx,ocha-rosea,"DJI_Administrative boundaries level 3

The administrative boundaries level one are from FEWSNET at the scale of 1:1000000.The dataset was re-projected from Adindan to WGS84
",1.0,123.0,FEWSNET,Djibouti
414,Somalia - Admin Level 2 Boundaries,12,18,26,0,0,31.0,34.0,61.0,0.0,0.0,,,,,,,,,,,,,,,,,,
415,"Mali admin boundaries level 1,2 and 3 including 2017 population desagregated by sexe",0,0,3,0,0,0.0,0.0,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,
416,Congo - Administrative Boundaries,0,11,31,21,0,4.0,21.0,27.0,21.0,0.0,762e2263-c6f1-4ef6-a3bc-48338a6484a8,congo-administrative-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid67667 ,polygon",True,None,"**Most Recent Changes:** Adding columns: Rowca Pcode, HRname, HRpcode, Hrparent for the departments and districts. The rowcapcode is a harmonized Pcode, The HRpcode is a unique code that will allow files extracted from the humanitarianresponse.info platform to be joined to these spatial files.

10 August 2015: Link from OCHA ROWCA geonode.

**Languages:** EN
",11/30/2011,16.0,Other,Congo - Administrative Boundaries,hdx,ocha-rowca,"Admin Level 1 Boundaries (Departments) and Admin Level 2 Boundaries (Districts) of Congo

The dataset represents the departments and districts of Congo with harmonized PCODE of ROWCA and Humanitarian Response pcodes
",5.0,243.0,Global Administrative Areas (GADM),Congo
417,Sri Lanka - Railways,1,0,6,1,0,6.0,1.0,12.0,2.0,1.0,c3a49f85-e7c4-4213-a061-72ebb52a1fb4,sri-lanka-railways,False,"cod ,geodata ,infrastructure ,lines ,nodeid4140 ,transportation",True,None,"**Languages:** EN
",09/13/2012,5.0,Other,Sri Lanka - Railways,hdx,ocha-roap,"Railway lines of Sri Lanka

Sri Lankan railway network.

Scale : 250k

ArcGIS Projected Coordinate System : SLD-Kandawala.prj",1.0,58.0,The Survey Department of Sri Lanka ,Sri Lanka
418,Laos - Admin Boundaries,0,0,9,27,0,0.0,0.0,10.0,46.0,0.0,9eb6aff1-9e3f-43d3-99a6-f415fe4b4dff,lao-admin-boundaries,True,"administrative boundaries ,cod",True,None,None,03/26/2016,2.0,Other,Laos - Admin Boundaries,waksanjeewa,ocha-roap,"This spatial datasets provide the delimitation and composition of the Laos  Administrative boundaries.  The original source of the data is National Geographic Department, Lao PDR. ",6.0,43.0,National Geographic Department (NGD),Lao People's Democratic Republic
419,Cameroon - Digital Elevation Model,2,6,12,5,0,5.0,13.0,32.0,13.0,0.0,c911ddf5-f68c-4d75-935e-6e061bdd6346,cameroon-elevation-model,False,"cod ,dem ,elevation ,hypsography ,nodeid3884 ,raster ,terrain",True,None,"
",04/23/2004,8.0,Other,Cameroon - Digital Elevation Model,hdx,ocha-rowca,The dataset represents the Digital Elevation Model of Cameroon.,1.0,243.0,World Food Programme,Cameroon
420,Nigeria waterways,8,12,21,13,0,14.0,15.0,30.0,19.0,0.0,bfc37dc6-42da-4334-9d4b-bd37d3916306,nigeria-waterways,False,"cod ,geodata ,nigeria ,waterways",True,None,None,11/18/2016,0.0,Direct Observational Data/Anecdotal Data,Nigeria waterways,assefay,ocha-nigeria,Nigeria waterways,1.0,109.0,Government of Nigeria ,Nigeria
421,Kenya - Admin Level 4 Boundaries,12,11,0,0,0,11.0,22.0,1.0,0.0,0.0,28d9cc75-2b66-4901-b3e6-cff64907a083,kenya-admin-level-4-boundaries,True,"administrative boundaries ,geodata ,nodeid4006 ,polygon",False,None,"**Languages:** EN
",01/01/2002,18.0,Other,Kenya - Admin Level 4 Boundaries,hdx,ocha-rosea,"KEN_Location boundaries

Admin 4 is the Location layer , last updated in 2002 by Central Bureau of Statistics(CBS), PCODES developed",1.0,172.0,Central Bureau of Statistics (CBS),Kenya
422,Ecuador - Admin Level 3 Boundaries,0,2,5,2,0,2.0,2.0,9.0,3.0,0.0,4adaa4ad-e23d-418e-a659-b1d751f2e52c,ecuador-admin-level-3-boundaries,True,"administrative boundaries ,cod ,geodata ,polygon",True,None,**Languages:** EN,10/06/2016,0.0,Other,Ecuador - Admin Level 3 Boundaries,redhum_do,ocha-rolac,Administrative Boundaries Level 3 (Parroquia),1.0,173.0, Sistema Nacional de Información del SNGR,Ecuador
423,Eritrea - Admin Level 2 Boundaries,1,1,3,1,0,7.0,3.0,9.0,1.0,0.0,99960eda-9c9d-47d6-b1dc-4de73439d283,eritrea-admin-level-2-boundaries,True,"administrative boundaries ,cod ,geodata ,migration-processing ,nodeid3904 ,polygon",True,None,"**Languages:** EN
",01/01/2001,9.0,Other,Eritrea - Admin Level 2 Boundaries,hdx,ocha-rosea," Eritrea Administrative Boundaries Level 2

Scale: 1M

",1.0,80.0,Government of Eritrea,Eritrea
424,Sudan - Admin Level 0 (International) Boundaries,4,4,5,8,1,4.0,31.0,11.0,16.0,1.0,2c0dd9a0-68a3-400d-abcf-f8b71078e5e0,sudan-admin-level-0-international-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid4724 ,polygon",True,None,"**Languages:** EN
",01/01/2014,9.0,Other,Sudan - Admin Level 0 (International) Boundaries,hdx,ocha-sudan," This shape file is created by IMWG, adjusted by OCHA.",1.0,122.0,"Information Management Working Group (IMWG), OCHA",Sudan
425,Bangladesh - Admin Level 4 Boundaries,12,10,20,12,0,28.0,22.0,32.0,14.0,0.0,1386fb3c-39bb-43a1-8046-72cb89ab578d,bangladesh-admin-level-4-boundaries,True,"administrative boundaries ,cod ,geodata ,polygon",True,None,"**Most Recent Changes:** WFP-OCHA-Map Action join team cleaned up the attribute data to ensure consistency with the administrative set-up of the country.

**Languages:** EN",01/01/2013,0.0,Other,Bangladesh - Admin Level 4 Boundaries,waksanjeewa,ocha-roap,"This spatial dataset provides the delimitation and composition of the Bangladesh Union boundaries and is attributed with the Union, Upazilas, Districts and Division names in English. The original source of the data is Bangladesh Bureau of Statistics (BBS). Dataset updated by WFP, Map Action and OCHA.",1.0,18.0,Bangladesh Bureau of Statistics (BBS),Bangladesh
426,DR Congo - Limite des Zones de santÃ©,10,16,29,4,0,16.0,43.0,38.0,11.0,0.0,,,,,,,,,,,,,,,,,,
427,Togo - Settlements,0,1,2,6,0,8.0,6.0,6.0,10.0,0.0,cf4cd937-05d2-414b-aa68-8f3ad76412d4,togo-settlements,False,"cod ,geodata ,nodeid67357 ,points ,populated places ,settlements",True,None,"**Most Recent Changes:** Adding columns: Rowca Pcode, HRname, HRpcode, Hrparent for the regions, prefectures and settlements. The rowcapcode is a harmonized Pcode, The HRpcode is a unique code that will allow files extracted from the humanitarianresponse.info platform to be joined to these spatial files.



**Languages:** EN
",12/28/2012,14.0,Other,Togo - Settlements,hdx,ocha-rowca,"Settlements with administrative Class(eg: 1=Country capital, 2=Region capital, 3=Prefecture capital…)

The dataset represents the settlements of Togo with harmonized PCODE of ROWCA and Humanitarian Response pcodes.",2.0,170.0,National Geospatial-Intelligence Agency (NGA),Togo
428,Philippines - Water Courses(Rivers),2,5,6,6,0,10.0,13.0,11.0,8.0,0.0,b4f3d978-000b-4a46-94ca-253ab0ce6cf4,philippines-water-courses,False,"cod ,geodata ,hydrology ,lines ,nodeid4663 ,rivers",True,None,"**Most Recent Changes:** Data from NAMARIA (government source) has replaced GSI data



**Languages:** EN
",11/30/2013,8.0,Other,Philippines - Water Courses(Rivers),hdx,ocha-philippines," River system
River system in 250km scale.  Projection is WGS84.  Some segements contain names in the attribute.



",1.0,54.0,National Mapping and Resource Information Authority (NAMRIA),Philippines
429,Libya - River Network,0,0,1,3,0,0.0,0.0,11.0,10.0,0.0,3af7fdc1-0a39-43ac-8daa-3242fa3070f7,river-network-libya-cods,False,"cod ,geodata ,lines ,river",True,None,"**Languages:** EN, AR",11/30/2016,0.0,Other,Libya - River Network,iskandarw,ocha-romena," This layer contains the rivers in Libya. 
Update date: 2011
Source: WFP, Global Logistics Cluster",1.0,13.0,"WFP, Global Logistics Cluster",Libya
430,Nepal Watercourses - Rivers,16,12,22,28,1,34.0,24.0,23.0,44.0,1.0,248e54c6-f113-4bd3-8083-a5d4a9eb5f79,nepal-watercourses-rivers,False,"cod ,geodata ,hydrology ,nepal earthquake ,rivers",True,,,01/01/2001,240.0,Other,Nepal Watercourses - Rivers,cj,ocha-nepal,River data for Nepal.,2.0,657.0,"Survey Department, Nepal","Nepal ,Nepal Earthquake"
431,SIERRA LEONE - Admin Level 3 Boundaries,5,2,0,0,0,10.0,2.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,
432,SIERRA LEONE - Admin Level 2 Boundaries,2,2,1,0,0,3.0,3.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,
433,Namibia - Water Rivers,1,3,0,1,0,1.0,5.0,0.0,1.0,0.0,3f915e1a-d040-4da5-addc-b5cc026aad80,namibia-water-courses-0,False,"cod ,geodata ,hydrology ,lines ,nodeid4515 ,polygon ,rivers",True,None,"**Languages:** EN
",12/31/2001,0.0,Other,Namibia - Water Rivers,hdx,ocha-rosa,"Namibia Rivers (4131 records, with some names and type attributes), Basins, Pans and Lakes.

Zip file includes cathcments, features, pans, rivers and watershed shapefiles, citation and detail metadata.

",1.0,36.0,Atlas of Namibia,Namibia
434,Lao PDR - Population Statistics,8,2,8,3,0,17.0,11.0,18.0,9.0,0.0,f9ec8c86-e300-443b-bd04-a6c9923c29ef,lao-pdr-population-statistics,False,"cod ,nodeid17488 ,population ,sadd",True,None,"The data was compiled and placed in Excel in-country by WFP. This file comprises of four worksheets, take note of the disclaimer on the first worksheet:
Disclaimer, 2012 district population figure compiled from the Lao Statistics Bureau, District population projection using the 2012 population figure and 'Adjusted population' (see disclaimer)

**Languages:** EN
",07/09/2014,12.0,Other,Lao PDR - Population Statistics,hdx,ocha-roap,"Lao PDR district-level population statistics (2012) from [Lao PDR National Statistics Bureau](http://www.nsc.gov.la/)


",1.0,199.0,Lao PDR National Statistics Bureau,Lao People's Democratic Republic
435,Nepal Aerodromes,4,0,1,3,0,2.0,2.0,2.0,3.0,0.0,81bc529b-b229-465a-bd6f-bb215a9f63d0,nepal-aerodromes,False,"aerodromes ,airports ,cod ,geodata ,logistics ,nepal earthquake",True,,,01/01/2001,162.0,Other,Nepal Aerodromes,godfrey,ocha-nepal,Aerodromes and airports in Nepal,2.0,336.0,Multiple Sources,"Nepal ,Nepal Earthquake"
436,Nepal admin level 5 administrative boundaries,35,17,19,22,0,79.0,51.0,68.0,76.0,2.0,b01957fd-00ed-4763-9437-7ef1ee4f347d,nepal-admin-level-5-administrative-boundaries-cod,True,"administrative boundaries ,cod ,geodata ,nepal earthquake",True,,Use the HLCIT_COD government pcode as a unique ID not OCHA the pcode,01/01/2001,579.0,Other,Nepal admin level 5 administrative boundaries,cj,ocha-nepal,"Admin level 5 data (Wards) for Nepal. 
",2.0,1454.0,"Survey Department, Nepal","Nepal ,Nepal Earthquake"
437,Nigeria - Independent National Electoral Commission - LGA and Wards - INEC_Admin Level Geodatabase.xls,2,1,1,0,0,21.0,12.0,14.0,2.0,0.0,,,,,,,,,,,,,,,,,,
438,"Syrian Arab Republic - Administrative Boundaries, Populated Places",219,254,307,240,9,354.0,439.0,517.0,568.0,19.0,356a63e9-90aa-4b9c-a938-58ef24469c00,syrian-arab-republic-administrative-boundaries-populated-places,True,"administrative boundaries ,cod ,geodata ,points ,polygon ,populated places",True,None,"**Most Recent Changes:** 
**22-Feb-2017-** added three populated places and fixed some typos in admin4 and neighborhoods

**04-Oct-2016 - ** Added two populated places 

**20-Sept-2016 - ** Built-up polygonal layer  was created so that for each populated place there is a corresponding built-up poplygon; Added  populated places based on feedback from humanitarian partners ; Neighborhood layer now includes 11 main cities with new p-codes ; column names follow global standard;  reference names  are unique both in English and Arabic

**12-Jan-2014 - **Shape file version posted. UTF-8 has been used to enable the correct display of Arabic characters.

**19-May-2013** - New features added to Admin4 ; English Names edited to be consistent in all Admin levels; locations of few communities adjusted

**07-Jan-2013** - Column with Capitals of Administrative Units (1 - 3) added to Populated Places (Admin 4). No changes.

**19-Dec-2012** - Minor change: erroneous Admin 1 p-code for the populated place Arab Elmalik Jerkes (p-code = C3571) corrected (from SY010 to SY10).

**12-Dec-2012 - **Added  neighborhoods , currently Damascus only.  Added ""C"" as leading character of pcodes at level 4 (populated places) to ensure uniqueness.  The digits remain the same from earlier versions. 

**24-Sep-2012 - **Consolidated spelling between all 4 levels for all admin levels.  Pcodes added. 

**24-Aug-2012** - Shapefile versions added.  Exported from the geodatabase version of 30-June-2011.

**30-Jun-2012** - Topology cleaned, underscores removed from admin names.

 



**Languages:** EN AR
",02/17/2017,0.0,Other,"Syrian Arab Republic - Administrative Boundaries, Populated Places",hdx,ocha-rosc,"Syria Administrative boundaries for levels 0 - 4, with Arabic Names, English Names, and p-codes.  

Geodatabase maintains Arabic names better than shapefile

Note that Admin 4 is the populated places layer.   

Admin Level 1= Governorate = Mohafaza

Admin Level 2 = District = Mantika

Admin Level 3 = Sub-district= Nahya

Admin Level 4 = Populated places = City or Village or Farm or Camp",3.0,2075.0,United Nations Cartographic Section (UNCS) and United Nations Office for the Coordination of Humanitarian Affairs (UNOCHA),Syrian Arab Republic
439,Rwanda - Airports,1,1,0,2,0,1.0,2.0,1.0,2.0,0.0,0da211e0-80e5-4320-9f4e-8a98c656f638,rwanda-ports,False,"cod ,geodata ,infrastructure ,nodeid4177 ,points ,transportation",True,None,"**Languages:** EN
",,6.0,Other,Rwanda - Airports,hdx,ocha-rosea,"Rwanda Airports as published by Rwandan National Institute of Statistics

",1.0,76.0,Rwandan National Institute of Statistics,Rwanda
440,Lebanon - Admin Level 2 Boundaries,3,10,11,9,0,8.0,16.0,23.0,15.0,1.0,9430d8a8-7ebc-4db4-adda-3afb440754e3,lebanon-admin-level-2-boundaries,False,"admin ,boundaries ,cod ,nodeid113157 ,nodeid4614 ,polygons",True,,Last update:2015-11-06.,11/06/2015,31.0,Registry,Lebanon - Admin Level 2 Boundaries,marindi,ocha-lebanon,"Polygons represent current Level 2 Administrative Boundaries for Lebanon (Caza/District). Data Format: ESRI Shapefile, Coordinate System:GCS_WGS_1984 Scale.  This is a polygon dataset that shows 26 Caza.",1.0,144.0,Council for Development and Reconstruction (CDR),Lebanon
441,Cameroon - Administrative Boundaries - CMR_ADMIN 1_SALB.ZIP,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
442,Bolivia - Admin Level 3 Boundaries,0,1,0,2,0,1.0,3.0,1.0,3.0,0.0,46e586ce-c00c-4e50-b212-284a02624fee,bolivia-admin-level-3-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid3826 ,polygon",True,None,"**Languages:** ES
",01/01/2004,8.0,Other,Bolivia - Admin Level 3 Boundaries,hdx,ocha-rolac,Administrative Boundaries - level 3 (Limite por Provincia),1.0,51.0,Ministerio de Desarrollo Sostenible,Bolivia (Plurinational State of)
443,Yemen - Administrative Boundaries,32,39,79,80,6,29.0,51.0,115.0,178.0,6.0,6b2656e2-b915-4671-bfed-468d5edcd80a,yemen-admin-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid3834 ,polygon",True,None,"**Most Recent Changes:** Admin Level 3 removed.  

New governorate has been added (Socotra island).
Districts pCodes of Hadramaut, Taiz and Raymah governorates have been updated based on the CSO's pCodes, 2 of Hadramaut's districts moved to Socotra governorate.

The Admin level 3 boundaries shapefile does not contain a full set of admin level 3 boundaries for all governorates.


**Languages:** AR EN
",11/01/2015,108.0,Other,Yemen - Administrative Boundaries,hdx,ocha-yemen,"Administrative boundary datasets for levels 0, 1 and 2 (international, governorate, and district) for Yemen approved for use  by OCHA Yemen Country Office in November  2015.

The process of clearing Admin 3 (sub-district) has not been finished and this level is not included. Additionally, the other layers (0, 1, and 2) may undergo minor modification in the coming months. ",3.0,535.0,Yemen Ministry of Local Administration/Central Statistical Organization,Yemen
444,Liberia - Admin Level 1 Boundaries,0,4,6,5,0,0.0,10.0,14.0,12.0,0.0,42eeead9-a1b5-4303-90dc-19a8a15e985b,liberia-admin-level-1-boundaries,True,"administrative boundaries ,cod ,geodata ,migration-processing ,nodeid28777 ,polygon",True,None,"**Most Recent Changes:** (2014-10-02)  - Government codes, new pcodes using iso-3 (alpha-numeric pcodes) and WHO health codes inclulded. OCHA pcodes HRinfo have been also added.

**Languages:** EN",08/28/2011,20.0,Other,Liberia - Admin Level 1 Boundaries,hdx,ocha-liberia,"County boundaries of Liberia

The dataset represents counties of Liberia. This is a polygon dataset that shows all 15 counties, each identified by an unique P-code. Numerical codes found in the data have been maintained. Health codes from WHO, HRinfo pcodes and OCHA pcodes have been created to facilitate each data from various sources to be linked easily. The projection is geographical (degrees) and the datum WGS 84. Scale: 1/1000000",1.0,232.0,"Humanitarian Information Centre (HIC) for Liberia, UNMIL GIS Unit, UNMIL Electoral Division and NEC.",Liberia
445,Madagascar - Populated Places,37,7,20,14,1,88.0,23.0,39.0,33.0,2.0,57202386-65f8-426f-8f51-be10c9f7c6ae,madagascar-settlements,False,"cod ,geodata ,nodeid4762 ,points ,populated places ,settlements",True,None,"**Languages:** EN
",01/01/2004,30.0,Other,Madagascar - Populated Places,hdx,ocha-rosa,"Madagascar place points. Source: National Geospatial-Intelligence Agency, Data Provider: University of Georgia - ITOS, Data Distributor: Geographic Information Support Team (GIST), Publication Date:2007-03-07.

P-codes and administrative boundary names added by UN OCHA ROSA, based on BNGRC (National Disaster Management Office) data.",3.0,162.0,"National Geospatial-Intelligence Agency (NGA), UN OCHA, Madagascar National Disaster Management Office (BNGRC)",Madagascar
446,Cambodia - Admin Level 3 Boundaries,0,5,11,5,0,5.0,13.0,24.0,17.0,0.0,07495997-5701-466e-826c-b5de6851f1e3,cambodia-admin-level-3-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid37667 ,polygon",True,None,"**Languages:** EN

The boundaries used on this map do not imply official endorsement or acceptance by the United Nations and HRF members.",10/15/2014,11.0,Other,Cambodia - Admin Level 3 Boundaries,hdx,ocha-roap,"The datasets were obtained from the Department of Geography of the Ministry of Land Management, Urbanization and Construction in 2008 and unofficially updated in 2014 according to sub-decrees on administrative modifications.

",1.0,114.0,"Department of Geography of the Ministry of Land Management, Urbanization and Construction",Cambodia
447,Yemen - Roads,6,7,12,10,0,11.0,22.0,38.0,18.0,0.0,0b6b8716-05cb-4f97-a49a-487b5e0b339e,yemen-roads,False,"cod ,geodata ,infrastructure ,lines ,nodeid4151 ,transportation",True,None,"**Languages:** EN
",04/30/2014,19.0,Other,Yemen - Roads,hdx,ocha-yemen,"Roads Network
",1.0,150.0,Yemen Central Statistical Organisation,Yemen
448,DPR Korea - Major River Bodies and River Banks,0,1,0,2,0,0.0,2.0,1.0,3.0,0.0,c36fbdeb-aa43-4271-88aa-04e4798f3bd6,dpr-korea-water-bodies,False,"cod ,geodata ,hydrology ,lakes ,nodeid3880 ,polygon",True,None,"**Languages:** EN
",02/10/2015,1.0,Other,DPR Korea - Major River Bodies and River Banks,hdx,ocha-roap,This spatial dataset provides the delimitation of major river bodies and river banks in DPR Korea. Waterbody names in English are also included where known.,1.0,50.0,Open Street Map,Democratic People's Republic of Korea
449,Bhutan - Admin Level 1 Boundaries,1,0,3,1,0,2.0,2.0,7.0,4.0,0.0,713a6158-fbe9-414b-b58f-a2d5932f2b37,bhutan-admin-level-1-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid104599 ,polygon",True,None,"**Languages:** EN
",10/01/2013,5.0,Other,Bhutan - Admin Level 1 Boundaries,hdx,ocha-roap,This spatial dataset provides the delimitation and composition of the Bhutan dzonghag (district) boundaries. It consists of twenty dzonghags and is attributed with the dzonghag names in English. This dataset was created by generalising features in a gewog (sub-district) dataset. The gewog dataset was created in 2013 by the GoB National Land Commission and obtained from the [Bhutan Geospatial Portal](http://www.geo.gov.bt/) in May 2015.,1.0,58.0,Government of Bhutan - National Land Commission,Bhutan
450,Myanmar Administrative Boundary level 0 - 3,0,0,0,2,0,0.0,8.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,
451,Viet Nam - Roads,0,3,1,1,0,3.0,3.0,2.0,10.0,0.0,2992f9c1-9a2f-431e-bc34-a243f267a6f8,viet-nam-roads,False,"cod ,geodata ,infrastructure ,lines ,nodeid67154 ,transportation",True,None,"**Languages:** EN
",03/01/2015,2.0,Other,Viet Nam - Roads,hdx,ocha-roap," This spatial datasets provides the delimitation of primary, secondary and tertiary roads, motorways and tracks in Viet Nam.",1.0,67.0,Open Street Map,Viet Nam
